1,1,17,18,06:33 AM,05:27 PM,08:36 AM,08:12 PM,4,WSW,8.3,79,100,1021,Moderate or heavy rain shower
1,2,18,23,06:34 AM,05:28 PM,09:20 AM,09:07 PM,5,SW,0.8,77,93,1020,Patchy rain possible
1,3,19,27,06:34 AM,05:28 PM,10:03 AM,10:02 PM,4,S,0.0,76,49,1019,Partly cloudy
1,4,19,26,06:34 AM,05:29 PM,10:44 AM,10:58 PM,6,SSE,0.0,73,35,1017,Partly cloudy
1,5,20,25,06:35 AM,05:29 PM,11:27 AM,11:55 PM,6,W,3.6,73,78,1016,Moderate or heavy rain shower
1,6,19,25,06:35 AM,05:30 PM,12:09 PM,No moonset,5,NW,0.0,72,55,1014,Cloudy
1,7,19,27,06:35 AM,05:31 PM,12:55 PM,12:53 AM,5,SSW,0.0,72,18,1012,Partly cloudy
1,8,19,27,06:35 AM,05:31 PM,01:43 PM,01:54 AM,6,ESE,0.0,75,36,1013,Cloudy
1,9,21,26,06:35 AM,05:32 PM,02:35 PM,02:56 AM,12,SE,0.3,78,83,1014,Patchy rain possible
1,10,21,23,06:36 AM,05:33 PM,03:31 PM,03:59 AM,11,ESE,22.2,89,99,1015,Moderate or heavy rain shower
1,11,16,22,06:36 AM,05:33 PM,04:30 PM,05:02 AM,13,E,82.2,94,100,1014,Moderate or heavy rain shower
1,12,12,17,06:36 AM,05:34 PM,05:32 PM,06:02 AM,15,NNE,20.1,88,100,1016,Moderate or heavy rain shower
1,13,12,17,06:36 AM,05:35 PM,06:33 PM,06:59 AM,10,ESE,0.1,78,89,1017,Overcast
1,14,13,19,06:36 AM,05:36 PM,07:33 PM,07:51 AM,6,NE,0.0,72,75,1018,Overcast
1,15,15,19,06:36 AM,05:36 PM,08:30 PM,08:38 AM,10,NNE,0.1,72,79,1020,Patchy rain possible
1,16,15,18,06:36 AM,05:37 PM,09:25 PM,09:22 AM,6,ENE,0.0,75,86,1019,Overcast
1,17,16,17,06:36 AM,05:38 PM,10:17 PM,10:02 AM,8,NE,1.7,80,100,1020,Patchy rain possible
1,18,16,22,06:36 AM,05:38 PM,11:08 PM,10:40 AM,6,E,0.0,80,89,1020,Overcast
1,19,17,21,06:36 AM,05:39 PM,11:58 PM,11:17 AM,6,E,1.7,89,86,1020,Patchy rain possible
1,20,15,17,06:36 AM,05:40 PM,No moonrise,11:55 AM,9,NE,3.3,77,94,1022,Patchy rain possible
1,21,14,16,06:36 AM,05:40 PM,12:47 AM,12:32 PM,9,SE,0.6,76,95,1026,Patchy rain possible
1,22,14,21,06:36 AM,05:41 PM,01:37 AM,01:13 PM,6,SW,0.0,63,37,1026,Partly cloudy
1,23,14,22,06:36 AM,05:42 PM,02:26 AM,01:55 PM,5,SSW,0.0,67,20,1024,Partly cloudy
1,24,13,24,06:35 AM,05:42 PM,03:16 AM,02:39 PM,5,ESE,0.0,69,48,1023,Overcast
1,25,18,24,06:35 AM,05:43 PM,04:06 AM,03:28 PM,6,S,1.2,73,82,1025,Overcast
1,26,18,24,06:35 AM,05:43 PM,04:56 AM,04:18 PM,6,S,0.0,75,49,1023,Cloudy
1,27,15,23,06:35 AM,05:44 PM,05:45 AM,05:11 PM,9,ESE,0.5,80,46,1021,Patchy rain possible
1,28,16,24,06:35 AM,05:45 PM,06:32 AM,06:05 PM,10,SSE,0.0,78,27,1016,Partly cloudy
1,29,17,26,06:34 AM,05:45 PM,07:18 AM,07:01 PM,7,SE,0.0,79,31,1015,Partly cloudy
1,30,18,25,06:34 AM,05:46 PM,08:02 AM,07:57 PM,6,S,0.1,72,48,1018,Patchy rain possible
1,31,18,25,06:34 AM,05:47 PM,08:45 AM,08:53 PM,8,SSE,0.0,72,40,1018,Cloudy
2,1,18,25,06:33 AM,05:47 PM,09:27 AM,09:51 PM,7,ESE,0.2,82,76,1020,Patchy rain possible
2,2,18,25,06:33 AM,05:48 PM,10:10 AM,10:48 PM,9,SSE,0.1,74,60,1021,Patchy rain possible
2,3,18,23,06:33 AM,05:48 PM,10:54 AM,11:47 PM,8,ESE,0.2,83,84,1018,Patchy rain possible
2,4,19,27,06:32 AM,05:49 PM,11:40 AM,No moonset,7,S,1.2,77,48,1015,Patchy rain possible
2,5,17,25,06:32 AM,05:50 PM,12:28 PM,12:47 AM,9,SSE,0.3,79,47,1014,Patchy rain possible
2,6,18,24,06:31 AM,05:50 PM,01:21 PM,01:48 AM,11,SE,0.0,77,47,1013,Overcast
2,7,17,26,06:31 AM,05:51 PM,02:17 PM,02:48 AM,12,SE,0.3,79,47,1013,Patchy rain possible
2,8,17,25,06:30 AM,05:51 PM,03:16 PM,03:48 AM,12,E,9.8,73,89,1016,Moderate or heavy rain shower
2,9,15,17,06:30 AM,05:52 PM,04:16 PM,04:45 AM,12,NE,0.0,60,86,1021,Overcast
2,10,13,17,06:29 AM,05:52 PM,05:16 PM,05:38 AM,9,ENE,0.0,51,95,1023,Overcast
2,11,13,18,06:29 AM,05:53 PM,06:14 PM,06:27 AM,9,ESE,0.0,50,63,1027,Overcast
2,12,13,21,06:28 AM,05:53 PM,07:11 PM,07:13 AM,6,E,0.0,46,24,1026,Partly cloudy
2,13,12,23,06:28 AM,05:54 PM,08:05 PM,07:55 AM,5,SSE,0.0,51,11,1025,Sunny
2,14,14,23,06:27 AM,05:54 PM,08:57 PM,08:34 AM,5,SE,0.0,68,46,1026,Cloudy
2,15,15,23,06:27 AM,05:55 PM,09:49 PM,09:13 AM,6,SSW,0.0,75,67,1024,Overcast
2,16,17,26,06:26 AM,05:55 PM,10:38 PM,09:51 AM,9,SSE,0.1,75,47,1019,Patchy rain possible
2,17,17,25,06:25 AM,05:56 PM,11:28 PM,10:29 AM,9,SE,0.0,79,41,1020,Cloudy
2,18,17,27,06:25 AM,05:56 PM,No moonrise,11:08 AM,9,SE,0.0,69,44,1020,Cloudy
2,19,16,28,06:24 AM,05:57 PM,12:18 AM,11:50 AM,12,SSE,0.0,66,12,1014,Sunny
2,20,19,28,06:24 AM,05:57 PM,01:08 AM,12:33 PM,13,SE,0.0,77,54,1010,Cloudy
2,21,21,29,06:23 AM,05:58 PM,01:57 AM,01:19 PM,15,SE,0.8,80,61,1012,Patchy rain possible
2,22,22,30,06:22 AM,05:58 PM,02:47 AM,02:08 PM,11,SE,0.0,78,53,1012,Overcast
2,23,14,24,06:21 AM,05:59 PM,03:36 AM,03:00 PM,13,ENE,3.2,69,98,1016,Patchy rain possible
2,24,13,17,06:21 AM,05:59 PM,04:23 AM,03:54 PM,13,NE,1.2,50,97,1021,Patchy rain possible
2,25,13,17,06:20 AM,05:59 PM,05:10 AM,04:49 PM,11,NE,0.2,45,90,1022,Overcast
2,26,14,20,06:19 AM,06:00 PM,05:56 AM,05:46 PM,10,ENE,0.0,46,53,1021,Cloudy
2,27,14,21,06:18 AM,06:00 PM,06:40 AM,06:44 PM,6,SSE,0.0,55,49,1022,Overcast
2,28,15,23,06:18 AM,06:01 PM,07:24 AM,07:42 PM,6,SSE,0.0,56,52,1020,Overcast
3,1,16,19,06:17 AM,06:01 PM,08:07 AM,08:41 PM,9,SW,0.0,61,68,1021,Overcast
3,2,17,26,06:16 AM,06:01 PM,08:52 AM,09:41 PM,8,SW,0.0,49,29,1019,Partly cloudy
3,3,15,27,06:15 AM,06:02 PM,09:38 AM,10:41 PM,11,SE,0.0,63,14,1013,Sunny
3,4,19,28,06:15 AM,06:02 PM,10:26 AM,11:42 PM,12,SSE,0.0,77,44,1010,Cloudy
3,5,19,28,06:14 AM,06:03 PM,11:18 AM,No moonset,9,ESE,0.0,80,51,1009,Overcast
3,6,20,24,06:13 AM,06:03 PM,12:12 PM,12:42 AM,8,ESE,0.6,80,86,1013,Patchy rain possible
3,7,18,21,06:12 AM,06:03 PM,01:09 PM,01:42 AM,8,ENE,2.5,68,100,1015,Patchy rain possible
3,8,15,19,06:11 AM,06:04 PM,02:07 PM,02:38 AM,8,ENE,4.1,70,99,1016,Moderate rain at times
3,9,16,21,06:10 AM,06:04 PM,03:05 PM,03:31 AM,7,ESE,0.4,70,81,1013,Patchy rain possible
3,10,18,28,06:10 AM,06:04 PM,04:03 PM,04:20 AM,7,SSE,0.0,69,42,1010,Overcast
3,11,19,25,06:09 AM,06:05 PM,04:59 PM,05:06 AM,9,E,0.6,84,83,1012,Patchy rain possible
3,12,21,29,06:08 AM,06:05 PM,05:54 PM,05:49 AM,14,SE,0.7,79,73,1010,Patchy rain possible
3,13,23,31,06:07 AM,06:05 PM,06:47 PM,06:29 AM,10,SE,0.0,76,46,1008,Overcast
3,14,22,24,06:06 AM,06:06 PM,07:39 PM,07:08 AM,10,ESE,1.0,85,87,1013,Patchy rain possible
3,15,19,24,06:05 AM,06:06 PM,08:29 PM,07:47 AM,9,SE,0.9,76,84,1014,Patchy rain possible
3,16,21,25,06:04 AM,06:06 PM,09:20 PM,08:24 AM,10,ESE,6.9,86,97,1013,Moderate rain at times
3,17,20,23,06:04 AM,06:07 PM,10:09 PM,09:04 AM,10,ESE,4.8,88,99,1013,Heavy rain at times
3,18,21,27,06:03 AM,06:07 PM,10:59 PM,09:44 AM,12,SE,3.9,86,88,1014,Moderate rain at times
3,19,22,27,06:02 AM,06:07 PM,11:49 PM,10:26 AM,13,SE,4.5,86,82,1013,Moderate rain at times
3,20,23,29,06:01 AM,06:08 PM,No moonrise,11:12 AM,13,SE,2.5,85,78,1012,Patchy rain possible
3,21,23,26,06:00 AM,06:08 PM,12:38 AM,11:59 AM,15,SE,0.4,87,91,1012,Patchy rain possible
3,22,23,31,05:59 AM,06:08 PM,01:27 AM,12:48 PM,12,SE,0.3,80,68,1010,Patchy rain possible
3,23,23,30,05:58 AM,06:08 PM,02:14 AM,01:41 PM,16,SE,0.1,79,60,1011,Patchy rain possible
3,24,23,27,05:57 AM,06:09 PM,03:01 AM,02:34 PM,14,SE,1.1,85,82,1012,Patchy rain possible
3,25,17,23,05:56 AM,06:09 PM,03:46 AM,03:31 PM,12,ENE,13.5,77,99,1016,Moderate or heavy rain shower
3,26,16,20,05:56 AM,06:09 PM,04:31 AM,04:28 PM,10,ENE,1.2,61,76,1022,Patchy rain possible
3,27,16,22,05:55 AM,06:10 PM,05:15 AM,05:27 PM,6,ESE,0.0,59,68,1022,Overcast
3,28,16,28,05:54 AM,06:10 PM,05:59 AM,06:27 PM,10,SSE,0.0,68,17,1016,Sunny
3,29,20,27,05:53 AM,06:10 PM,06:44 AM,07:28 PM,9,SE,0.0,84,84,1015,Overcast
3,30,21,29,05:52 AM,06:11 PM,07:32 AM,08:30 PM,11,SE,0.0,83,73,1014,Overcast
3,31,18,24,05:51 AM,06:11 PM,08:20 AM,09:34 PM,12,ENE,16.3,77,69,1017,Moderate or heavy rain shower
4,1,17,26,05:50 AM,06:11 PM,09:13 AM,10:36 PM,11,ENE,0.0,61,19,1020,Partly cloudy
4,2,17,25,05:49 AM,06:11 PM,10:07 AM,11:37 PM,7,SE,0.0,59,22,1019,Partly cloudy
